Id,UPC/SKU,Name,Description,Type,Price,Cost,MSRP,OnHand,Location,MinQty,Taxable1,Taxable2,GroupAtSale,Active,Categories,Favorites,Notes,NotesType
"254","","Rizla red king size x50","","S",16,14.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"255","","Rizla green king size slim x50","","S",16,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"256","","Rizla green standard x100","","S",12.5,10.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"257","","Rizla blue standard x100","","S",13,11,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"258","","Rizla red standard. X100","","S",12.5,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"259","","Rizla silver standard. X100","","S",16,14.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"260","","Rizla liquorish. X100","","S",22,19,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"261","","Rizla rolling machine standard x10","","S",16,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"262","","Rizla rolling machine king size x10","","S",22,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"263","","Raw slim classic x50","","S",15,13,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"264","","Raw classic 12 supernatural x20","","S",24,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"265","","Raw classic connoisseur x24","","S",15,11.5,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"266","","Raw organic x50","","S",16,14,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"267","","Raw organic connoisseur x24","","S",15,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"268","","Raw regular organic connoisseur x24","","S",15,12,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"269","","Raw standard papers x24","","S",10,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"270","","OCB king size slim organic x50","","S",22,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"271","","OCB premium King size slim black x50","","S",22,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"272","","Vaseline lip therapy tin 20g. X12","","S",10.5,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"273","","Vaseline lip therapy tin alovera 20g. X12","","S",10.5,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"274","","Vaseline 50g. X12","","S",11,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"275","","Vaseline 100g. X12","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"276","","Nivea cream. X10","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"277","","Nivea 50g. X4","","S",5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"278","","Nivea lotion dry skin 250ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"279","","Nivea lotion normal skin 250ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"280","","Dove soap x2s","","S",1,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"281","","Sure roll on original for men 50ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"282","","Sure roll on clear Aqua 50ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"283","","Sure roll on cool blue 50ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"284","","Axe deodorant Africa 150ml x6","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"285","","Axe deodorant dark temptation 150ml x6","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"286","","Axe deodorant excite 150ml x6","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"287","","Axe deodorant click 150ml x6","","S",10,8.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"288","","Lynx deodorant Africa 6x150ml £3.29pm","","S",12,9.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"289","","Lynx deodorant black temptation 6x150ml £3.29pm","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"290","","Tusk deodorant safari 150ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"291","","Tusk deodorant firefly 150ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"292","","Tusk deodorant ravage 150ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"293","","Impulse hint of musk 75ml x6","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"294","","Impulse temptation 75ml x6","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"295","","Impulse tease 75ml x6","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"296","","Tiama female body spray catwalk 75ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"297","","Tiama female body spray flair 75ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"298","","Tiama female body spray purity 75ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"299","","Pantene conditioner smooth & sleek 200ml x6","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"300","","Pantene conditioner classic clean 200ml x6","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"301","","Pantene 2 in 1 classic care 250ml x6","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"302","","Pantene shampoo classic clean 250ml x6","","S",9,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"303","","Pantene 2 in 1 smooth&sleek 250ml x6","","S",9,7.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"304","","Pantene shampoo smooth&sleek 250ml x6","","S",9,7.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"305","","Pantene shampoo smooth&sleek 300ml x6 £2.99pm","","S",9,7.25,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"306","","Soex hooka red cherry flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"307","","Soex hooka blueberry flower x10","","S",11.99,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"308","","Soex hooka double Apple flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"309","","Soex hooka watermelon flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"310","","Soex hooka mango flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"311","","Soex hooka grapes flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"312","","Soex hooka bana flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"313","","Soex hooka mint flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"314","","Soex hooka mixed fruit flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"315","","Soex hooka strawberry flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"316","","Soex hooka pineapple flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"317","","Soex hooka peace flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"318","","Soex hooka lime lemon flower x10","","S",11,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"319","","Durex extra safe 3's x12","","S",13,8,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"320","","Durex extra safe 3's x6","","S",6.5,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"321","","Durex fetherlite 3's x12","","S",13,8,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"322","","Durex performance 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"323","","Durex fetherlite elita 3's x12","","S",13,8,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"324","","Durex sensation 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"325","","Durex select 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"326","","Durex ribbed 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"327","","Durex elita 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"328","","Durex pleasuremax tingling 3's x12","","S",13,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"329","","Panasonic AA 4's x12","","S",8,4,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"330","","Panasonic AAA 4's x12","","S",8,5.25,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"331","","Panasonic C 4'S. X12","","S",8,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"332","","Panasonic D4'S. X12","","S",8,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"333","","Panasonic 9V 4'S. X12","","S",8,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"334","","Duracell AA 4'S. X20","","S",25,22,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"335","","Duracell AAA 4'S. X10","","S",13,11,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"336","","Duracell C plus 2'S. X10","","S",17,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"337","","Duracell D plus 2'S. X10","","S",17,0,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"338","","Duracell 9V plus. X10","","S",15,13.5,0,0,"",0,N,N,N,Y,"Pil+condom+pet",,"",S
"339","","Swan extra slim filter tips. X20","","S",7.5,6.25,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"340","","Swan slimline filter tips loose  X10","","S",4,3.25,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"341","","Swan menthol filter tips x20","","S",9,7.75,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"342","","Swan slim filter tips x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"343","","Swan smooth extra slim x20","","S",10,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter",,"",S
"344","","Bic pen black x50","","S",8,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter>>Pen",,"",S
"345","","Bic pen blue x50","","S",8,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter>>Pen",,"",S
"346","","Bic pen red x50","","S",8,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter>>Pen",,"",S
"347","","Bic marker pen x12","","S",6,0,0,0,"",0,N,N,N,Y,"cakmak+gas+rizla+filter>>Pen",,"",S
"348","","Pantene shampoo smooth&sleek 400ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"349","","Pantene shampoo classic care 400ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"350","","Pantene shampoo volume & body 400ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"351","","H&S conditioner classic clean 200ml x6","","S",9,7.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"352","","H&S shampoo classic clean 2 in 1 500ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"353","","H&S shampoo classic clean 500ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"354","","H&S shampoo cool menthol 500ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"355","","H&S shampoo hair endurance 500ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"356","","H&S shampoo classic clean 2 in 1, 200ml x6","","S",9,7.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"357","","H&S shampoo citrus 200ml x6","","S",9,7.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"358","","H&S shampoo classic clean 2 in1'400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"359","","H&S shampoo total care 3 in 1'400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"360","","H&S shampoo citrus 400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"361","","H&S shampoo classic clean 400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"362","","H&S shampoo smooth&silky 400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"363","","H&S shampoo cool menthol 400ml x6","","S",15,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"364","","Gentelle hair gel extra firm hold 250ml x12","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"365","","Gentelle hair gel firm hold 250ml x12","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"366","","Gentelle hair gel wet look 250ml x12","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"367","","Nail polish remover 250ml x12","","S",9,7,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"368","","Bristows hairspray ultra hold 300ml x6","","S",6.5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"369","","Bristows hairspray extra firm 300ml x6","","S",6.5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"370","","Insette air freshener jasmine 330ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"371","","Insette air freshener lavender 330ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"372","","Insette air freshener summer rose 330ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"373","","Afton air freshener lavender therapy 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"374","","Afton air freshener fabulous fruits 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"375","","Afton linen fresh 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"376","","Afton air freshener citrus choice 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"377","","Afton air freshener mountain spring 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"378","","Afton air freshener oriental breeze 240ml x12","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"379","","Colgate triple action 12x100ml","","S",11,8,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"380","","Colgate 100ml x12","","S",8,6,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"381","","Colgate herbal 100ml x12","","S",9,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"382","","Colgate total clean mint original 100ml 100ml x12","","S",12,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"383","","Colgate total professional whitening 100ml x12","","S",12,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"384","","Colgate total professional clean 100ml x12","","S",12,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"385","","Colgate advance white 100ml x12","","S",10,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"386","","Colgate triple action 100ml x12","","S",10,8,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"387","","Colgate junior strawberry 50ml x12","","S",8,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"388","","Colgate junior bubble fruit 50ml x12","","S",8,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"389","","Listerine coolmint 250ml x6 (mouth wash)","","S",8,6.5,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"400","","Listerine total care 250ml x6 (mount wash)","","S",8.5,7,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"401","","Listerine freshburst 250ml x6 (mouth wash)","","S",8,6.5,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"402","","Reach toothbrush stay white x12","","S",9.5,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"403","","Colgate kids toothbrush x12","","S",8,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"404","","Colgate zigzag toothbrush x12","","S",6,4.5,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"405","","Colgate navigator toothbrush x12","","S",8,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"406","","Colgate total massager toothbrush x12","","S",9,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"407","","Colgate total professional toothbrush x12","","S",9,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"408","","Oral B toothbrush x12","","S",8,0,0,0,"",0,N,N,N,Y,"Diş Macun+fırça",,"",S
"409","","Status bulbs bayonet cap 40W  x10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"410","","Status bulbs bayonet cab 70W  X10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"411","","Status bulbs bayonet cab 100W  X10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"412","","Status bulbs screw cap 40W X10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"413","","Status bulbs screw 60W. X10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"414","","Status bulbs screw 100W  X10","","S",6.5,4.8,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"415","","Status candle bulbs sec 28W  X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"416","","Status candle bulbs sec 42W. X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"417","","Status candle bulbs ec 40W. X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"418","","Status candle bulbs ec 60W. X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"419","","Status candle bulbs sbc 40W  X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"420","","Maxim candle bulbs sbc 60W. X10","","S",4.5,0,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"421","","Status candle bulbs bc 42W  X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"422","","Status candle bulbs bc 28W. X10","","S",7,5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"423","","Birthday candles X24","","S",10,7.5,0,0,"",0,N,N,N,Y,"Ampul+mum",,"",S
"424","","Pocket tissue 10's","","S",1,0.55,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"425","","Brown tape 48mmx45m. X6","","S",4,2.5,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"426","","Clear tape 48mm x45m. X6","","S",4,2.5,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"427","","Sello tape 18mm x33m. X8","","S",3,1.5,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"428","","Prima sello tape 24mm x45m. X6","","S",3,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"429","","Masking tape 24mm x25m","","S",4,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"430","","Masking tape 48mm x25m","","S",6,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"431","","GSD super glue 3gr  x24","","S",6,4.5,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"432","","Loctite super glue 3gr x24","","S",36,30.02,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"433","","Waddington playing card x12","","S",13,11,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"434","","Blue tuck small x12","","S",7,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"435","","Tipp ex   X10","","S",11,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"436","","Pruitt stick x25","","S",13.5,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"437","","Gillette Mach 3 blade 4's. X10","","S",50,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"438","","Gillette 2,  5's. X24","","S",20,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"439","","Gillette blue ll 5's. X20","","S",28,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"440","","Gillette blue ll plus x24","","S",25,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"441","","Bic razor 5's x20","","S",12,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"442","","Wilkinson blade 5's x20","","S",11,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"443","","Super max blade 5's x20","","S",7,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"444","","Gillette shaving gel sensitive skin 200ml. X6","","S",12,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"445","","Gillette shaving gel pure & sensitive 200ml x6","","S",12,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"446","","Gillette foam regular 200ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"447","","Gillette foam lemon lime 200ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"448","","Gillette foam sensitive skin 200ml x6","","S",7,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"449","","Gillette gel sensitive skin 200ml x6","","S",10,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"450","","Gillette gel regular 200ml x6","","S",10,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"451","","Gillette face wash 150ml x6","","S",8,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"452","","Rat glue x24","","S",10,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"453","","Mouse glue x24","","S",10,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"454","","J&J baby oil 300g  X6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"455","","J&J baby wipes 56's  X6","","S",6.5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"456","","J&J baby shampoo 300ml X6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"457","","J&J baby soap 4X100g  X6","","S",10,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"458","","J&J baby powder 200g  X6","","S",6.5,5.25,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"459","","J&J baby lotion 200ml. X6","","S",6.5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"469","","J&J cotton buds 100s  X6","","S",6,4.35,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"470","","J&J cotton buds 200's  X6","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"471","","Athena cotton 100's. X12","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"472","","Ellino cotton swaps 100's. X12","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"473","","Pampers baby wipes fresh clean 64's   X12","","S",13,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"474","","J&J baby wipes 56's. X12","","S",12,9.5,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"475","","Little wonder baby soothers x25","","S",7,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"476","","County baby soothers x12","","S",5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"477","","Chicco baby soothers cherry dummy x12","","S",11,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"488","","For my baby wipes 80's x12","","S",9,7,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"489","","Baby bottle 250ml x12","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"490","","J&J baby bath 200g. X6","","S",6,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"491","","Ellino baby wipes junior x24","","S",16,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"492","","Ellino wet wipes x24","","S",16,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"493","","Ellino wet pocket wipes x40","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"494","","Ellino make up remover wipes 25's  X10","","S",5.5,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"495","","Rubber band x12","","S",8,0,0,0,"",0,N,N,N,Y,"Medical+spray+shampoo",,"",S
"496","","Party balloons x10's x24","","S",10,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"497","","Loom bandz x12","","S",5,0,0,0,"",0,N,N,N,Y,"Glue+tape+card+gillet",,"",S
"499","","Fruittella strawberry x40","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"500","","Fruittella Magic x40","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"501","","Fruittella English fruits x40","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"502","","Fruittella summer fruits x40","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"503","","Fruittella blackurrant x40","","S",11,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"504","","Polo original x48","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"505","","Polo spearmint x48","","S",15,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"506","","Halls lime x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"507","","Halls mentho-lyptus x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
"508","","Halls wild berry x20","","S",7.5,0,0,0,"",0,N,N,N,Y,"Chocolate",,"",S
